,iob_tagged_data,intent,sentence,hindi,Tagged_Sentences
1389,i:O want:O a:O flight:O from:O houston:B-fromloc.city_name to:O memphis:B-toloc.city_name on:O tuesday:B-depart_date.day_name morning:B-depart_time.period_of_day,atis_flight,i want a flight from houston to memphis on tuesday morning,मैं मंगलवार सुबह ह्यूस्टन से मेम्फिस के लिए उड़ान चाहता हूं,मैं:O मंगलवार:B-depart_date.day_name सुबह:B-depart_time.period_of_day ह्यूस्टन:B-toloc.city_name से:O मेम्फिस:B-fromloc.city_name के:O लिए:O उड़ान:O चाहता:O हूं:O
1390,what:O flights:O from:O los:B-fromloc.city_name angeles:I-fromloc.city_name to:O minneapolis:B-toloc.city_name,atis_flight,what flights from los angeles to minneapolis,लॉस एंजिल्स से मिनियापोलिस के लिए कौन सी उड़ानें,लॉस:B-toloc.city_name एंजिल्स:I-toloc.city_name से:O मिनियापोलिस:O के:O लिए:O कौन:O सी:B-fare_basis_code उड़ानें:O
1391,show:O me:O all:O flights:O direct:B-connect only:O from:O boston:B-fromloc.city_name to:O san:B-toloc.city_name francisco:I-toloc.city_name or:B-or oakland:B-toloc.city_name that:O arrive:O before:B-arrive_time.time_relative 10:O am:O local:O time:B-arrive_time.time,atis_flight,show me all flights direct only from boston to san francisco or oakland that arrive before 10 am local time,मुझे केवल बोस्टन से सैन फ्रांसिस्को या ओकलैंड के लिए सीधी सभी उड़ानें दिखाएं जो स्थानीय समयानुसार सुबह 10 बजे से पहले पहुंचती हैं,मुझे:O केवल:O बोस्टन:B-fromloc.city_name से:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name या:O ओकलैंड:B-toloc.city_name के:O लिए:O सीधी:O सभी:O उड़ानें:O दिखाएं:O जो:O स्थानीय:O समयानुसार:O सुबह:B-depart_time.period_of_day 10:B-arrive_time.time बजे:I-depart_time.time से:O पहले:B-depart_time.time_relative पहुंचती:O हैं:O
1392,can:O you:O tell:O me:O the:O latest:B-flight_mod evening:B-depart_time.period_of_day flight:O from:O atlanta:B-fromloc.city_name to:O denver:B-toloc.city_name on:O july:B-depart_date.month_name seventh:B-depart_date.day_number,atis_flight,can you tell me the latest evening flight from atlanta to denver on july seventh,क्या आप मुझे सात जुलाई को अटलांटा से डेनवर के लिए नवीनतम शाम की उड़ान बता सकते हैं,क्या:O आप:O मुझे:O सात:B-depart_date.day_number जुलाई:B-arrive_date.month_name को:O अटलांटा:B-toloc.city_name से:O डेनवर:B-toloc.city_name के:O लिए:O नवीनतम:B-flight_mod शाम:B-depart_time.period_of_day की:O उड़ान:O बता:O सकते:O हैं:O
1393,show:O all:O flights:O and:O fares:O from:O pittsburgh:B-fromloc.city_name to:O san:B-toloc.city_name francisco:I-toloc.city_name,atis_flight;atis_airfare,show all flights and fares from pittsburgh to san francisco,पिट्सबर्ग से सैन फ्रांसिस्को तक सभी उड़ानें और किराए दिखाएं,पिट्सबर्ग:B-fromloc.city_name से:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name तक:O सभी:O उड़ानें:O और:O किराए:O दिखाएं:O
1394,i:O wish:O to:O fly:O from:O boston:B-fromloc.city_name to:O washington:B-toloc.city_name please:O find:O an:O airline:O for:O me:O,atis_flight,i wish to fly from boston to washington please find an airline for me,"मैं बोस्टन से वाशिंगटन के लिए उड़ान भरना चाहता हूं, कृपया मेरे लिए एक एयरलाइन ढूंढें","मैं:O बोस्टन:B-fromloc.city_name से:O वाशिंगटन:B-toloc.city_name के:O लिए:O उड़ान:O भरना:O चाहता:O हूं,:O कृपया:O मेरे:O लिए:O एक:O एयरलाइन:I-airline_name ढूंढें:O"
1395,what:O is:O the:O schedule:B-flight_time of:O ground:O transportation:O from:O washington:B-fromloc.airport_name airport:I-fromloc.airport_name into:O downtown:O,atis_flight_time,what is the schedule of ground transportation from washington airport into downtown,वाशिंगटन हवाई अड्डे से डाउनटाउन तक जमीनी परिवहन का कार्यक्रम क्या है,वाशिंगटन:B-toloc.city_name हवाई:O अड्डे:O से:O डाउनटाउन:O तक:O जमीनी:O परिवहन:O का:O कार्यक्रम:O क्या:O है:O
1396,show:O me:O the:O flights:O from:O boston:B-fromloc.city_name to:O atlanta:B-toloc.city_name and:O the:O return:O flights:O from:O atlanta:B-fromloc.city_name to:O boston:B-toloc.city_name,atis_flight,show me the flights from boston to atlanta and the return flights from atlanta to boston,मुझे बोस्टन से अटलांटा की उड़ानें और अटलांटा से बोस्टन की वापसी उड़ानें दिखाओ,मुझे:O बोस्टन:B-fromloc.city_name से:O अटलांटा:B-toloc.city_name की:O उड़ानें:O और:O अटलांटा:B-toloc.city_name से:O बोस्टन:B-fromloc.city_name की:O वापसी:O उड़ानें:O दिखाओ:O
1397,show:O me:O flights:O from:O pittsburgh:B-fromloc.city_name to:O atlanta:B-toloc.city_name on:O monday:B-depart_date.day_name afternoon:B-depart_time.period_of_day,atis_flight,show me flights from pittsburgh to atlanta on monday afternoon,मुझे सोमवार दोपहर को पिट्सबर्ग से अटलांटा के लिए उड़ान दिखाओ,मुझे:O सोमवार:B-depart_date.day_name दोपहर:B-depart_time.period_of_day को:O पिट्सबर्ग:B-fromloc.city_name से:O अटलांटा:B-toloc.city_name के:O लिए:O उड़ान:O दिखाओ:O
1398,bring:O up:O flights:O from:O milwaukee:B-fromloc.city_name to:O orlando:B-toloc.city_name on:O wednesday:B-depart_date.day_name night:B-depart_time.period_of_day or:B-or thursday:B-depart_date.day_name morning:B-depart_time.period_of_day,atis_flight,bring up flights from milwaukee to orlando on wednesday night or thursday morning,बुधवार रात या गुरुवार सुबह मिल्वौकी से ऑरलैंडो के लिए उड़ानें शुरू करें,बुधवार:B-depart_date.day_name रात:B-depart_time.period_of_day या:O गुरुवार:B-depart_date.day_name सुबह:B-depart_time.period_of_day मिल्वौकी:O से:O ऑरलैंडो:B-fromloc.city_name के:O लिए:O उड़ानें:O शुरू:O करें:O
1399,what:O is:O the:O cost:O of:O a:O round:B-round_trip trip:I-round_trip ticket:O flying:O from:O boston:B-fromloc.city_name to:O dallas:B-toloc.city_name dallas:B-fromloc.city_name to:O oakland:B-toloc.city_name leaving:O july:B-depart_date.month_name first:B-depart_date.day_number,atis_airfare,what is the cost of a round trip ticket flying from boston to dallas dallas to oakland leaving july first,"बोस्टन से डलास, डलास से ओकलैंड, पहली जुलाई से उड़ान भरने वाली राउंड ट्रिप टिकट की कीमत क्या है?","बोस्टन:B-fromloc.city_name से:O डलास,:O डलास:B-stoploc.city_name से:O ओकलैंड,:O पहली:O जुलाई:B-arrive_date.month_name से:O उड़ान:O भरने:O वाली:O राउंड:O ट्रिप:O टिकट:O की:O कीमत:O क्या:O है?:O"
1400,from:O seattle:B-fromloc.city_name to:O salt:B-toloc.city_name lake:I-toloc.city_name city:I-toloc.city_name,atis_flight,from seattle to salt lake city,सिएटल से साल्ट लेक सिटी तक,सिएटल:B-toloc.city_name से:O साल्ट:O लेक:O सिटी:O तक:O
