BOS मैं बाल्टीमोर से डलास तक की राउंड ट्रिप के लिए उड़ान भरना चाहता हूं EOS\t	O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip atis_flight
BOS मैं आधी रात के आसपास पिट्सबर्ग से ओकलैंड की यात्रा करना चाहता हूं, क्या आप मुझे उड़ानें दे सकते हैं EOS\t	O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.period_of_day O O O O O O atis_flight
BOS मुझे बुधवार के लिए अटलांटा और वाशिंगटन डीसी के बीच उड़ानें दिखाओ EOS\t	O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_name atis_flight
BOS पच्चीस जुलाई 1991 को डेनवर से बाल्टीमोर के लिए कौन सी प्रथम श्रेणी उड़ानें उपलब्ध हैं EOS\t	O B-class_type I-class_type O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number B-depart_date.year atis_flight
BOS शनिवार को बोस्टन से सैन फ्रांसिस्को के लिए पहली उड़ान कौन सी है? EOS\t	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name atis_flight
BOS मैं बाल्टीमोर से फिलाडेल्फिया तक की उड़ानें देखना चाहूंगा EOS\t	O O O O O O O O B-fromloc.city_name O B-toloc.city_name atis_flight
BOS एमसीओ क्या है? EOS\t	O O B-airport_code atis_abbreviation
BOS कोड y का क्या मतलब है EOS\t	O O O B-fare_basis_code O atis_abbreviation
BOS क्या लास वेगास से न्यूयॉर्क के लिए दो उड़ानें हैं? EOS\t	O O O B-airline_code O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_flight
BOS 4 अगस्त को दोपहर से पहले बाल्टीमोर से अटलांटा आने वाली उड़ानों की सूची बनाएं EOS\t	O O O O O B-toloc.city_name O B-fromloc.city_name B-arrive_time.time_relative B-arrive_time.time O B-arrive_date.month_name B-arrive_date.day_number atis_flight
BOS नमस्ते, मुझे शाम लगभग 6:30 बजे अमेरिकन एयरलाइंस से नेवार्क से नैशविले जाना है EOS\t	O O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time atis_flight
BOS नौ नवंबर को सैन फ्रांसिस्को से प्रस्थान करने वाली और बोस्टन पहुंचने वाली नवीनतम दोपहर की उड़ान कौन सी है? EOS\t	O O O B-flight_mod B-depart_time.period_of_day O O B-fromloc.city_name I-fromloc.city_name O O O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number atis_flight
BOS मुझे डलास छोड़ने वाली यूनाइटेड एयरलाइंस की सभी उड़ानें दिखाओ EOS\t	O O O O B-airline_name I-airline_name O O B-fromloc.city_name atis_flight
BOS मुझे उड़ानें दिखाओ EOS\t	O O O O atis_flight
BOS आठ अप्रैल को मैं चार्लोट से बाल्टीमोर के लिए एक उड़ान बुक करना चाहूंगा EOS\t	O B-depart_date.month_name B-depart_date.day_number O O O O O O O O B-fromloc.city_name O B-toloc.city_name atis_flight
BOS मुझे डलास से सैन फ्रांसिस्को के लिए उड़ान चाहिए EOS\t	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_flight
BOS बोस्टन और सैन फ्रांसिस्को के बीच यूनाइटेड एयरलाइंस सेवा क्या है? EOS\t	O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_flight
BOS आज यूनाइटेड की सभी हवाईअड्डों से कितनी प्रथम श्रेणी उड़ानें रवाना हो रही हैं EOS\t	O O B-class_type I-class_type O O B-airline_name O O O O O B-depart_date.today_relative atis_quantity
BOS फिलाडेल्फिया से डेनवर के लिए दोपहर की उड़ानों की जानकारी EOS\t	O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name atis_flight
BOS अगले सोमवार को बोस्टन से डेनवर के लिए उड़ानों का शेड्यूल क्या है? EOS\t	O O O B-flight_time O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.date_relative B-depart_date.day_name atis_flight_time
BOS कृपया मुझे डलास से डेनवर तक की उड़ानें दिखाएँ EOS\t	O O O O O B-fromloc.city_name O B-toloc.city_name atis_flight
BOS मुझे आज लॉस एंजिल्स से चार्लोट के लिए उड़ान की आवश्यकता है EOS\t	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative atis_flight
BOS क्या आप बुधवार को ओकलैंड से साल्ट लेक सिटी के लिए नवीनतम उड़ानें सूचीबद्ध कर सकते हैं? EOS\t	O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_date.day_name atis_flight
BOS मेरा प्रश्न यह है कि मैं सैन फ्रांसिस्को जाना चाहता हूं और मैं डेनवर में रहता हूं और मैं यूनाइटेड एयरलाइंस से उड़ान भरना चाहता हूं, क्या आपके पास जल्दी उड़ान है? EOS\t	O O O O O O O O B-toloc.city_name I-toloc.city_name O O O O B-fromloc.city_name O O O O O O O B-airline_name I-airline_name O O O O B-flight_mod O atis_flight
BOS कृपया मुझे वाशिंगटन से सैन फ्रांसिस्को तक की उड़ानें दिखाएं EOS\t	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_flight
BOS मुझे बाल्टीमोर से ओकलैंड तक की उड़ानें दिखाओ EOS\t	O O O O O B-fromloc.city_name O B-toloc.city_name atis_flight
BOS मुझे दोपहर 12 से 4 बजे के बीच पिट्सबर्ग छोड़ने वाली सभी डेल्टा उड़ानें दिखाओ EOS\t	O O O O B-airline_name O O B-fromloc.city_name O B-depart_time.start_time O B-depart_time.end_time O O B-depart_time.period_of_day atis_flight
BOS क्या किसी एयरलाइन के पास अटलांटा से बोस्टन के लिए दोपहर की उड़ान है? EOS\t	O O O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS मैं सैन फ़्रांसिस्को से पिट्सबर्ग तक की किसी भी उड़ान के बारे में जानकारी चाहता हूँ जो मंगलवार सुबह 8 बजे से पहले पिट्सबर्ग पहुँचेगी। EOS\t	O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_date.day_name B-arrive_time.period_of_day atis_flight
